"id","name"
"C-B0025-001","<U+6BCF><U+65E5><U+96E8><U+91CF>-<U+5C40><U+5C6C><U+5730><U+9762><U+6E2C><U+7AD9><U+6BCF><U+65E5><U+96E8><U+91CF><U+8CC7><U+6599>"
"C-B0025-002","<U+6BCF><U+65E5><U+96E8><U+91CF>-<U+904E><U+53BB>9<U+5E74><U+5C40><U+5C6C><U+5730><U+9762><U+6E2C><U+7AD9><U+6BCF><U+65E5><U+96E8><U+91CF><U+8CC7><U+6599>"
"C-B0026-001","<U+6BCF><U+6708><U+6C23><U+8C61>-<U+5C40><U+5C6C><U+5730><U+9762><U+6E2C><U+7AD9><U+8CC7><U+6599>"
"C-B0026-002","<U+6BCF><U+6708><U+6C23><U+8C61>-<U+904E><U+53BB>9<U+5E74><U+5C40><U+5C6C><U+5730><U+9762><U+6E2C><U+7AD9><U+6BCF><U+6708><U+6C23><U+8C61><U+8CC7><U+6599>"
"C-B0027-001","<U+6708><U+5E73><U+5747>-<U+5C40><U+5C6C><U+5730><U+9762><U+6E2C><U+7AD9><U+8CC7><U+6599>"
"W-C0033-001","<U+5929><U+6C23><U+7279><U+5831>-<U+5404><U+5225><U+7E23><U+5E02><U+5730><U+5340><U+76EE><U+524D><U+4E4B><U+5929><U+6C23><U+8B66><U+7279><U+5831><U+60C5><U+5F62>"
"W-C0033-002","<U+5929><U+6C23><U+7279><U+5831>-<U+5404><U+5225><U+5929><U+6C23><U+8B66><U+7279><U+5831><U+4E4B><U+5167><U+5BB9><U+53CA><U+6240><U+5F71><U+97FF><U+4E4B><U+5340><U+57DF>"
"W-C0033-003","<U+5929><U+6C23><U+7279><U+5831>-<U+8C6A><U+5927><U+96E8><U+7279><U+5831>"
"W-C0034-001","<U+98B1><U+98A8><U+6D88><U+606F><U+8207><U+8B66><U+5831>-<U+98B1><U+98A8><U+8B66><U+5831>"
"W-C0034-002","<U+98B1><U+98A8><U+6D88><U+606F><U+8207><U+8B66><U+5831>-<U+98B1><U+98A8><U+6D88><U+606F>"
"W-C0034-003","<U+98B1><U+98A8><U+6D88><U+606F><U+8207><U+8B66><U+5831>-<U+98B1><U+98A8><U+4FB5><U+8972><U+6A5F><U+7387>"
